,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,season_name,time_bin,time_bin_encoded,season_name_encoded,rush_hour,ideal,sticky
3169,2011-05-30,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,16,summer,Morning,2,2,0,0,0
3170,2011-05-30,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,94,summer,Morning,2,2,1,0,0
3171,2011-05-30,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,128,summer,Morning,2,2,1,0,0
3172,2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,269,summer,Morning,2,2,0,0,0
3173,2011-05-30,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,366,summer,Afternoon,0,2,0,0,0
3174,2011-05-30,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,350,summer,Afternoon,0,2,0,0,0
3175,2011-05-30,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,311,summer,Afternoon,0,2,0,0,0
3176,2011-05-30,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,309,summer,Afternoon,0,2,0,0,0
3177,2011-05-30,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,304,summer,Afternoon,0,2,1,0,0
3178,2011-05-30,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,249,summer,Evening,1,2,1,0,0
3179,2011-05-30,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,225,summer,Evening,1,2,1,0,0
3180,2011-05-30,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,149,summer,Evening,1,2,0,0,0
3181,2011-05-30,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,106,summer,Evening,1,2,0,0,0
3182,2011-05-30,2,0,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,48,summer,Evening,1,2,0,0,0
3183,2011-05-31,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,29,summer,Night,3,2,0,0,0
3184,2011-05-31,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,17,summer,Night,3,2,0,0,0
3185,2011-05-31,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,12,summer,Night,3,2,0,0,0
3186,2011-05-31,2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,3,summer,Night,3,2,0,0,0
3187,2011-05-31,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,26,summer,Night,3,2,0,0,0
3188,2011-05-31,2,0,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,109,summer,Morning,2,2,0,0,0
3189,2011-05-31,2,0,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,235,summer,Morning,2,2,1,0,0
3190,2011-05-31,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,406,summer,Morning,2,2,1,0,0
3191,2011-05-31,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,175,summer,Morning,2,2,1,0,0
3192,2011-05-31,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,109,summer,Morning,2,2,0,0,0
3193,2011-05-31,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,162,summer,Afternoon,0,2,0,0,0
3194,2011-05-31,2,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,147,summer,Afternoon,0,2,0,0,0
3195,2011-05-31,2,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,175,summer,Afternoon,0,2,0,0,0
3196,2011-05-31,2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,249,summer,Afternoon,0,2,0,0,0
3197,2011-05-31,2,0,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,495,summer,Afternoon,0,2,1,0,0
3198,2011-05-31,2,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,417,summer,Evening,1,2,1,0,0
3199,2011-05-31,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,285,summer,Evening,1,2,1,0,0
3200,2011-05-31,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,251,summer,Evening,1,2,0,0,0
3201,2011-05-31,2,0,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,210,summer,Evening,1,2,0,0,0
3202,2011-05-31,2,0,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,159,summer,Evening,1,2,0,0,0
3203,2011-05-31,2,0,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,61,summer,Evening,1,2,0,0,0
3204,2011-06-01,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,34,summer,Night,3,2,0,0,0
3205,2011-06-01,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,17,summer,Night,3,2,0,0,0
3206,2011-06-01,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,3,summer,Night,3,2,0,0,0
3207,2011-06-01,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,6,summer,Night,3,2,0,0,0
3208,2011-06-01,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,4,summer,Night,3,2,0,0,0
3209,2011-06-01,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,21,summer,Night,3,2,0,0,0
3210,2011-06-01,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,128,summer,Morning,2,2,0,0,0
3211,2011-06-01,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,284,summer,Morning,2,2,1,0,0
3212,2011-06-01,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,454,summer,Morning,2,2,1,0,0
3213,2011-06-01,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,207,summer,Morning,2,2,1,0,0
3214,2011-06-01,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,115,summer,Morning,2,2,0,0,0
3215,2011-06-01,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,112,summer,Morning,2,2,0,0,0
3216,2011-06-01,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,154,summer,Afternoon,0,2,0,0,0
3217,2011-06-01,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,145,summer,Afternoon,0,2,0,0,0
3218,2011-06-01,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,152,summer,Afternoon,0,2,0,0,0
3219,2011-06-01,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,266,summer,Afternoon,0,2,0,0,0
3220,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,486,summer,Afternoon,0,2,1,0,0
3221,2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,309,summer,Evening,1,2,1,0,0
3222,2011-06-01,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,264,summer,Evening,1,2,1,0,0
3223,2011-06-01,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,256,summer,Evening,1,2,0,0,0
3224,2011-06-01,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,190,summer,Evening,1,2,0,0,0
3225,2011-06-01,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,129,summer,Evening,1,2,0,0,0
3226,2011-06-01,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,69,summer,Evening,1,2,0,0,0
3227,2011-06-02,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,42,summer,Night,3,2,0,0,0
3228,2011-06-02,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,15,summer,Night,3,2,0,0,0
3229,2011-06-02,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,4,summer,Night,3,2,0,0,0
3230,2011-06-02,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,3,summer,Night,3,2,0,0,0
3231,2011-06-02,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,31,summer,Night,3,2,0,0,0
3232,2011-06-02,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,113,summer,Morning,2,2,0,0,0
3233,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,304,summer,Morning,2,2,1,0,0
3234,2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,467,summer,Morning,2,2,1,0,0
3235,2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,225,summer,Morning,2,2,1,0,0
3236,2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,139,summer,Morning,2,2,0,0,0
3237,2011-06-02,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,165,summer,Morning,2,2,0,0,0
3238,2011-06-02,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,232,summer,Afternoon,0,2,0,0,0
3239,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,203,summer,Afternoon,0,2,0,0,0
3240,2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,185,summer,Afternoon,0,2,0,0,0
3241,2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,188,summer,Afternoon,0,2,0,0,0
3242,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,318,summer,Afternoon,0,2,0,0,0
3243,2011-06-02,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,572,summer,Afternoon,0,2,1,0,0
3244,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,525,summer,Evening,1,2,1,0,0
3245,2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,379,summer,Evening,1,2,1,0,0
3246,2011-06-02,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,337,summer,Evening,1,2,0,0,0
3247,2011-06-02,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,248,summer,Evening,1,2,0,0,0
3248,2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,155,summer,Evening,1,2,0,0,0
3249,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,112,summer,Evening,1,2,0,0,0
3250,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,68,summer,Night,3,2,0,0,0
3251,2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,22,summer,Night,3,2,0,0,0
3252,2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,12,summer,Night,3,2,0,0,0
3253,2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,5,summer,Night,3,2,0,0,0
3254,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,6,summer,Night,3,2,0,0,0
3255,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,28,summer,Night,3,2,0,0,0
3256,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,106,summer,Morning,2,2,0,0,0
3257,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,277,summer,Morning,2,2,1,0,0
3258,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,502,summer,Morning,2,2,1,0,0
3259,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,230,summer,Morning,2,2,1,0,0
3260,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,161,summer,Morning,2,2,0,0,0
3261,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,192,summer,Morning,2,2,0,0,0
3262,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,259,summer,Afternoon,0,2,0,0,0
3263,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,248,summer,Afternoon,0,2,0,0,0
3264,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,240,summer,Afternoon,0,2,0,0,0
3265,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,212,summer,Afternoon,0,2,0,0,0
3266,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,349,summer,Afternoon,0,2,0,0,0
3267,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,558,summer,Afternoon,0,2,1,0,0
3268,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,564,summer,Evening,1,2,1,0,0
3269,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,391,summer,Evening,1,2,1,0,0
3270,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,293,summer,Evening,1,2,0,0,0
3271,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,247,summer,Evening,1,2,0,0,0
3272,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,171,summer,Evening,1,2,0,0,0
3273,2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,94,summer,Night,3,2,0,0,0
3274,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,59,summer,Night,3,2,0,0,0
3275,2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,18,summer,Night,3,2,0,0,0
3276,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,15,summer,Night,3,2,0,0,0
3277,2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,125,summer,Morning,2,2,1,0,0
3278,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,224,summer,Morning,2,2,1,0,0
3279,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,317,summer,Morning,2,2,0,0,0
3280,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,369,summer,Morning,2,2,0,0,0
3281,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,420,summer,Afternoon,0,2,0,0,0
3282,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,456,summer,Afternoon,0,2,0,0,0
3283,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,451,summer,Afternoon,0,2,0,0,0
3284,2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,404,summer,Afternoon,0,2,0,0,0
3285,2011-06-04,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,440,summer,Afternoon,0,2,0,0,0
3286,2011-06-04,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,344,summer,Afternoon,0,2,1,0,0
3287,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,341,summer,Evening,1,2,1,0,0
3288,2011-06-04,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,285,summer,Evening,1,2,1,0,0
3289,2011-06-04,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,239,summer,Evening,1,2,0,0,0
3290,2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,185,summer,Evening,1,2,0,0,0
3291,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,190,summer,Evening,1,2,0,0,0
3292,2011-06-05,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,113,summer,Night,3,2,0,0,0
3293,2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,96,summer,Night,3,2,0,0,0
3294,2011-06-05,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,64,summer,Night,3,2,0,0,0
3295,2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,47,summer,Night,3,2,0,0,0
3296,2011-06-05,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,12,summer,Night,3,2,0,0,0
3297,2011-06-05,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6,summer,Night,3,2,0,0,0
3298,2011-06-05,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,21,summer,Morning,2,2,0,0,0
3299,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,27,summer,Morning,2,2,1,0,0
3300,2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,98,summer,Morning,2,2,1,0,0
3301,2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,164,summer,Morning,2,2,1,0,0
3302,2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,251,summer,Morning,2,2,0,0,0
3303,2011-06-05,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,335,summer,Morning,2,2,0,0,0
3304,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,335,summer,Afternoon,0,2,0,0,0
3305,2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,367,summer,Afternoon,0,2,0,0,0
3306,2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,385,summer,Afternoon,0,2,0,0,0
3307,2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,398,summer,Afternoon,0,2,0,0,0
3308,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,363,summer,Evening,1,2,1,0,0
3309,2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,357,summer,Evening,1,2,1,0,0
3310,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,279,summer,Evening,1,2,0,0,0
3311,2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,165,summer,Evening,1,2,0,0,0
3312,2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,130,summer,Evening,1,2,0,0,0
3313,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,86,summer,Evening,1,2,0,0,0
3314,2011-06-06,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,29,summer,Night,3,2,0,0,0
3315,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,14,summer,Night,3,2,0,0,0
3316,2011-06-06,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,8,summer,Night,3,2,0,0,0
3317,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,8,summer,Night,3,2,0,0,0
3318,2011-06-06,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,31,summer,Night,3,2,0,0,0
3319,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,299,summer,Morning,2,2,1,0,0
3320,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,438,summer,Morning,2,2,1,0,0
3321,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,188,summer,Morning,2,2,1,0,0
3322,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,95,summer,Morning,2,2,0,0,0
3323,2011-06-06,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,111,summer,Morning,2,2,0,0,0
3324,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,153,summer,Afternoon,0,2,0,0,0
3325,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,145,summer,Afternoon,0,2,0,0,0
3326,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,165,summer,Afternoon,0,2,0,0,0
3327,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,267,summer,Afternoon,0,2,0,0,0
3328,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,579,summer,Afternoon,0,2,1,0,0
3329,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,556,summer,Evening,1,2,1,0,0
3330,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,407,summer,Evening,1,2,1,0,0
3331,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,336,summer,Evening,1,2,0,0,0
3332,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189,summer,Evening,1,2,0,0,0
3333,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,173,summer,Evening,1,2,0,0,0
3334,2011-06-06,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,60,summer,Evening,1,2,0,0,0
3335,2011-06-07,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,20,summer,Night,3,2,0,0,0
3336,2011-06-07,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,4,summer,Night,3,2,0,0,0
3337,2011-06-07,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,5,summer,Night,3,2,0,0,0
3338,2011-06-07,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,2,summer,Night,3,2,0,0,0
3339,2011-06-07,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,5,summer,Night,3,2,0,0,0
3340,2011-06-07,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,32,summer,Night,3,2,0,0,0
3341,2011-06-07,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,126,summer,Morning,2,2,0,0,0
3342,2011-06-07,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,334,summer,Morning,2,2,1,0,0
3343,2011-06-07,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,477,summer,Morning,2,2,1,0,0
3344,2011-06-07,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,217,summer,Morning,2,2,1,0,0
3345,2011-06-07,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,123,summer,Morning,2,2,0,0,0
3346,2011-06-07,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,151,summer,Morning,2,2,0,0,0
3347,2011-06-07,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,183,summer,Afternoon,0,2,0,0,0
3348,2011-06-07,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,196,summer,Afternoon,0,2,0,0,0
3349,2011-06-07,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,146,summer,Afternoon,0,2,0,0,0
3350,2011-06-07,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,183,summer,Afternoon,0,2,0,0,0
3351,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,308,summer,Afternoon,0,2,0,0,0
3352,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,539,summer,Afternoon,0,2,1,0,0
3353,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,551,summer,Evening,1,2,1,0,0
3354,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,424,summer,Evening,1,2,1,0,0
3355,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,346,summer,Evening,1,2,0,0,0
3356,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,218,summer,Evening,1,2,0,0,0
3357,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,153,summer,Evening,1,2,0,0,0
3358,2011-06-07,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,90,summer,Evening,1,2,0,0,0
3359,2011-06-08,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,41,summer,Night,3,2,0,0,0
3360,2011-06-08,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,7,summer,Night,3,2,0,0,0
3361,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,3,summer,Night,3,2,0,0,0
3362,2011-06-08,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,116,summer,Morning,2,2,0,0,0
3363,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,353,summer,Morning,2,2,1,0,0
3364,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,481,summer,Morning,2,2,1,0,0
3365,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,202,summer,Morning,2,2,1,0,0
3366,2011-06-08,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,90,summer,Morning,2,2,0,0,0
3367,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,134,summer,Morning,2,2,0,0,0
3368,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,149,summer,Afternoon,0,2,0,0,0
3369,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,155,summer,Afternoon,0,2,0,0,0
3370,2011-06-08,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,128,summer,Afternoon,0,2,0,0,0
3371,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,233,summer,Afternoon,0,2,0,0,0
3372,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,506,summer,Afternoon,0,2,1,0,0
3373,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,459,summer,Evening,1,2,1,0,0
3374,2011-06-08,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,384,summer,Evening,1,2,1,0,0
3375,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,280,summer,Evening,1,2,0,0,0
3376,2011-06-08,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,202,summer,Evening,1,2,0,0,0
3377,2011-06-08,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,176,summer,Evening,1,2,0,0,0
3378,2011-06-08,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,116,summer,Evening,1,2,0,0,0
3379,2011-06-09,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,47,summer,Night,3,2,0,0,0
3380,2011-06-09,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,16,summer,Night,3,2,0,0,0
3381,2011-06-09,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,6,summer,Night,3,2,0,0,0
3382,2011-06-09,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,2,summer,Night,3,2,0,0,0
3383,2011-06-09,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,6,summer,Night,3,2,0,0,0
3384,2011-06-09,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,118,summer,Morning,2,2,0,0,0
3385,2011-06-09,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,314,summer,Morning,2,2,1,0,0
3386,2011-06-09,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,432,summer,Morning,2,2,1,0,0
3387,2011-06-09,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,94,summer,Morning,2,2,0,0,0
3388,2011-06-09,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,118,summer,Morning,2,2,0,0,0
